uid,age,gender,province
2766594152,1,1,1
1668134532,1,1,1
2583009800,1,1,1
2285664970,1,1,1
1948033613,1,1,1
2718960911,1,1,1
1649489460,1,1,1
1716990407,1,1,1
1872130685,1,1,1
2307919703,1,1,1
1283514072,1,1,1
1870889384,1,1,1
1222870324,1,1,1
2672045501,1,1,1
1973291605,1,1,1
2266717031,1,1,1
1815559532,1,1,1
2667875431,1,1,1
2691282791,1,1,1
2188020015,1,1,1
2588638300,1,1,1
1081286043,1,1,1
1811820305,1,1,1
1949830645,1,1,1
1670201175,1,1,1
2804557451,1,1,1
1911443683,1,1,1
1860803650,1,1,1
2200292590,1,1,1
1735226874,1,1,1
2365600394,1,1,1
2685180230,1,1,1
2949503903,1,1,1
1876037943,1,1,1
1611338545,1,1,1
2906126395,1,1,1
1782008280,1,1,1
2279228045,1,1,1
3229757700,1,1,1
2551338023,1,1,1
1800294004,1,1,1
1001892665,1,1,1
2812390521,1,1,1
1560660355,1,1,1
1799884251,1,1,1
2612335761,1,1,1
1878793743,1,1,1
2649129201,1,1,1
1624082274,1,1,1
2044199527,1,1,1
2076265341,1,1,1
2297803581,1,1,1
2554709357,1,1,1
1535077593,1,1,1
2217540607,1,1,1
1972605164,1,1,1
2413703793,1,1,1
2729418627,1,1,1
2301314580,1,1,1
1366428145,1,1,1
1714337942,1,1,1
2297114364,1,1,1
1993022825,1,1,1
2495682195,1,1,1
2389510393,1,1,1
2843910674,1,1,1
2406657010,1,1,1
1572623734,1,1,1
2516165743,1,1,1
1460250771,1,1,1
1904038511,1,1,1
2218057087,1,1,1
1773951174,1,1,1
2784335977,1,1,1
1481948243,1,1,1
1663300912,1,1,1
2953446684,1,1,1
1865949691,1,1,1
1404202485,1,1,1
1164111482,1,1,1
2728914857,1,1,1
2756929747,1,1,1
1109484895,1,1,1
2514180551,1,1,1
1569256345,1,1,1
2950812610,1,1,1
1009405710,1,1,1
1888205693,1,1,1
1342419151,1,1,1
2315869661,1,1,1
1700064781,1,1,1
2204860062,1,1,1
2837494161,1,1,1
2111484112,1,1,1
2129031064,1,1,1
1605081383,1,1,1
1866815023,1,1,1
2393915900,1,1,1
1029567183,1,1,1
1775567130,1,1,1
2129306131,1,1,1
1405433097,1,1,1
1689591471,1,1,1
1857234890,1,1,1
1408702461,1,1,1
1795193272,1,1,1
1826905190,1,1,1
2267431360,1,1,1
1407474453,1,1,1
1134820513,1,1,1
1806163710,1,1,1
1561046121,1,1,1
2937010802,1,1,1
2111661731,1,1,1
1015263685,1,1,1
1816307954,1,1,1
1914671373,1,1,1
1505179125,1,1,1
1370557100,1,1,1
1824248113,1,1,1
1772141970,1,1,1
1900879241,1,1,1
1268469180,1,1,1
2196839725,1,1,1
2067504207,1,1,1
1025063207,1,1,1
1887268220,1,1,1
1784061974,1,1,1
1740598922,1,1,1
1963699563,1,1,1
1973522630,1,1,1
1567509020,1,1,1
2654118001,1,1,1
1421074181,1,1,1
2707101851,1,1,1
1242491005,1,1,1
1633508920,1,1,1
2143180245,1,1,1
1935514580,1,1,1
2253173032,1,1,1
2824931453,1,1,1
1880700695,1,1,1
1807653990,1,1,1
1212946692,1,1,1
1750716655,1,1,1
2917973407,1,1,1
3213626021,1,1,1
1304008612,1,1,1
1651973355,1,1,1
2243002475,1,1,1
1434324483,1,1,1
2349205824,1,1,1
3174172605,1,1,1
3224357922,1,1,1
1082655795,1,1,1
1167037354,1,1,1
2136749667,1,1,1
2266014712,1,1,1
2715413601,1,1,1
2608609420,1,1,1
2259343132,1,1,1
1048098007,1,1,1
1221781763,1,1,1
1904305252,1,1,1
1904814771,1,1,1
2762276245,1,1,1
2659500371,1,1,1
2322442152,1,1,1
2385569543,1,1,1
1808485297,1,1,1
2260774397,1,1,1
1585440861,1,1,1
1797627874,1,1,1
2199734863,1,1,1
1760667707,1,1,1
1234491327,1,1,1
1897582007,1,1,1
1692776767,1,1,1
1592871341,1,1,1
1878440040,1,1,1
1934463567,1,1,1
2672797953,1,1,1
1673944117,1,1,1
2364478010,1,1,1
2179538061,1,1,1
1774190893,1,1,1
2402185823,1,1,1
1653069764,1,1,1
3034711345,1,1,1
2536098340,1,1,1
1878851452,1,1,1
2512208257,1,1,1
2887049881,1,1,1
1616059977,1,1,1
1574901384,1,1,1
2721732723,1,1,1
2552760570,1,1,1
1925146627,1,1,1
2206164465,1,1,1
1790033941,1,1,1
3026342787,1,1,1
1820484135,1,1,1
1260006365,1,1,1
1950871960,1,1,1
2571910710,1,1,1
1798117135,1,1,1
2646867943,1,1,1
2574740464,1,1,1
2797109895,1,1,1
1773843102,1,1,1
1320655327,1,1,1
1894374581,1,1,1
1871406923,1,1,1
1756626457,1,1,1
2775463701,1,1,1
1593378423,1,1,1
2808829835,1,1,1
1967887737,1,1,1
1628442321,1,1,1
1429623741,1,1,1
2663905674,1,1,1
2034927202,1,1,1
2880507220,1,1,1
2170831601,1,1,1
1080114825,1,1,1
3167612943,1,1,1
2399202663,1,1,1
3128394350,1,1,1
1724544161,1,1,1
1660210445,1,1,1
1744386610,1,1,1
1673187344,1,1,1
2673384233,1,1,1
1870635365,1,1,1
1662280663,1,1,1
2730365161,1,1,1
1084506095,1,1,1
1651488551,1,1,1
2796159840,1,1,1
2649813313,1,1,1
2207715463,1,1,1
2774544673,1,1,1
2481199652,1,1,1
1486074134,1,1,1
2272536082,1,1,1
2916863225,1,1,1
1850144891,1,1,1
2568971000,1,1,1
2150403197,1,1,1
2245469471,1,1,1
2421419745,1,1,1
1755426127,1,1,1
1404456230,1,1,1
2246515967,1,1,1
2713133091,1,1,1
1118055480,1,1,1
2537982900,1,1,1
3097085287,1,1,1
1449606915,1,1,1
2575744294,1,1,1
1401523087,1,1,1
2730975234,1,1,1
2205539963,1,1,1
2311674261,1,1,1
2874327040,1,1,1
1752290457,1,1,1
1736406563,1,1,1
1937383811,1,1,1
1655414147,1,1,1
1820236595,1,1,1
2651800493,1,1,1
1019005280,1,1,1
1886034342,1,1,1
1804520341,1,1,1
1752733360,1,1,1
2296739275,1,1,1
1843922833,1,1,1
2204256991,1,1,1
1409881495,1,1,1
1095437187,1,1,1
2559416394,1,1,1
2304435725,1,1,1
1065688531,1,1,1
2023594013,1,1,1
2775508144,1,1,1
1424276064,1,1,1
2679186413,1,1,1
2687465613,1,1,1
1802948731,1,1,1
1557967392,1,1,1
2509960752,1,1,1
1943505472,1,1,1
2470248470,1,1,1
2044888381,1,1,1
2175545804,1,1,1
1646471105,1,1,1
1785587103,1,1,1
1797199785,1,1,1
2836264830,1,1,1
1717632821,1,1,1
1659428667,1,1,1
1706776895,1,1,1
2168566477,1,1,1
2533956354,1,1,1
1400098041,1,1,1
1903728693,1,1,1
2942593560,1,1,1
2207933493,1,1,1
1683667735,1,1,1
2628035477,1,1,1
3157572164,1,1,1
2731951453,1,1,1
1946409491,1,1,1
1772111777,1,1,1
1843716802,1,1,1
2203523972,1,1,1
1233062934,1,1,1
2653820573,1,1,1
2692287963,1,1,1
1026095792,1,1,1
1849260573,1,1,1
2495734205,1,1,1
1028859911,1,1,1
2078548831,1,1,1
2514531174,1,1,1
1792016624,1,1,1
1752852412,1,1,1
2357485157,1,1,1
1066932501,1,1,1
1891915553,1,1,1
2474132495,1,1,1
2657751393,1,1,1
1897650370,1,1,1
2980153113,1,1,1
1860987250,1,1,1
2329669855,1,1,1
1879087757,1,1,1
1704625624,1,1,1
1744381441,1,1,1
1832899381,1,1,1
2389228500,1,1,1
2342095465,1,1,1
2748509940,1,1,1
1799512957,1,1,1
1088886173,1,1,1
1745330403,1,1,1
2498081120,1,1,1
2132934821,1,1,1
1801233885,1,1,1
1605624980,1,1,1
2469037041,1,1,1
2674550855,1,1,1
2683110630,1,1,1
1891247401,1,1,1
1960665785,1,1,1
1851396492,1,1,1
1914623354,1,1,1
2270865927,1,1,1
1227161661,1,1,1
3119956507,1,1,1
2498753683,1,1,1
1590802710,1,1,1
1436900913,1,1,1
1550899934,1,1,1
2000394201,1,1,1
2365920504,1,1,1
2569678470,1,1,1
1304289710,1,1,1
1713092171,1,1,1
1842726523,1,1,1
2610104953,1,1,1
1789005393,1,1,1
2785613607,1,1,1
2403191563,1,1,1
2479928974,1,1,1
1784018553,1,1,1
1973014840,1,1,1
1213059394,1,1,1
2315856221,1,1,1
2276936790,1,1,1
2352007324,1,1,1
1629527643,1,1,1
2321552464,1,1,1
2108129674,1,1,1
2646875691,1,1,1
3048327977,1,1,1
1862475864,1,1,1
2341976130,1,1,1
2105814823,1,1,1
1800519605,1,1,1
1169098837,1,1,1
1136170060,1,1,1
3326228160,1,1,1
1764080752,1,1,1
2095465651,1,1,1
1493010220,1,1,1
2402424174,1,1,1
1967671357,1,1,1
1364701794,1,1,1
2097517903,1,1,1
1593031370,1,1,1
1430378363,1,1,1
1210848117,1,1,1
1947027313,1,1,1
2755816213,1,1,1
2535483060,1,1,1
1175975417,1,1,1
2790939911,1,1,1
1700614303,1,1,1
2511741151,1,1,1
1743412267,1,1,1
2503108623,1,1,1
2430931812,1,1,1
2330267567,1,1,1
2307885497,1,1,1
2362724291,1,1,1
2180426925,1,1,1
1534678555,1,1,1
1695433181,1,1,1
1828420187,1,1,1
2549565421,1,1,1
1925151324,1,1,1
2425601050,1,1,1
2506153190,1,1,1
3055965743,1,1,1
1871754191,1,1,1
1763363811,1,1,1
2448626895,1,1,1
1846218985,1,1,1
1826665131,1,1,1
1146484450,1,1,1
1149747961,1,1,1
2645184491,1,1,1
36407257,1,1,1
1365101213,1,1,1
2390109473,1,1,1
1750376753,1,1,1
3179054941,1,1,1
2689914600,1,1,1
1044975222,1,1,1
1450412282,1,1,1
1580128530,1,1,1
1309029131,1,1,1
1596636453,1,1,1
2464330850,1,1,1
1268934587,1,1,1
1569185307,1,1,1
1062187237,1,1,1
2078579195,1,1,1
2466258235,1,1,1
1364805843,1,1,1
1825381655,1,1,1
2232523170,1,1,1
3035813681,1,1,1
2607707213,1,1,1
1916042452,1,1,1
1857041743,1,1,1
2056071057,1,1,1
1791444517,1,1,1
1884495395,1,1,1
2312636217,1,1,1
2218616427,1,1,1
1154126064,1,1,1
2623980461,1,1,1
2890979751,1,1,1
2089771773,1,1,1
2862246822,1,1,1
2627584383,1,1,1
2814752397,1,1,1
1423034570,1,1,1
2657063365,1,1,1
1714865565,1,1,1
1875148707,1,1,1
1692258297,1,1,1
2417203125,1,1,1
1614402044,1,1,1
1561900137,1,1,1
2383970027,1,1,1
2427050891,1,1,1
2439750825,1,1,1
1763496702,1,1,1
1044789120,1,1,1
2354090415,1,1,1
3025804590,1,1,1
1726344282,1,1,1
2543873633,1,1,1
1764881420,1,1,1
1301117945,1,1,1
2403308005,1,1,1
1731170451,1,1,1
2619846483,1,1,1
2958870623,1,1,1
1199256374,1,1,1
1781880382,1,1,1
2294953760,1,1,1
1010554831,1,1,1
2387418905,1,1,1
1909699087,1,1,1
1658591610,1,1,1
2458572521,1,1,1
2818723755,1,1,1
1891743844,1,1,1
2473387097,1,1,1
1704281311,1,1,1
1406188225,1,1,1
2805382354,1,1,1
2709086545,1,1,1
1690401877,1,1,1
1046207772,1,1,1
1785976792,1,1,1
1238040702,1,1,1
1827147222,1,1,1
2468328091,1,1,1
2390705023,1,1,1
3058571533,1,1,1
2552029717,1,1,1
2532683722,1,1,1
3149831080,1,1,1
2625997121,1,1,1
2275533953,1,1,1
1656282495,1,1,1
1917435964,1,1,1
3227714251,1,1,1
3257411590,1,1,1
1784030403,1,1,1
1358649320,1,1,1
1739146054,1,1,1
1675246960,1,1,1
2308722964,1,1,1
1557895317,1,1,1
1682460452,1,1,1
2481315687,1,1,1
2640716583,1,1,1
1612287434,1,1,1
2675142680,1,1,1
85881888,1,1,1
1752233173,1,1,1
2734091603,1,1,1
2494987704,1,1,1
1973512993,1,1,1
2506218074,1,1,1
1758661611,1,1,1
1746852880,1,1,1
2638910501,1,1,1
1767371980,1,1,1
2320811580,1,1,1
1298970841,1,1,1
1831298060,1,1,1
2432310462,1,1,1
2623574883,1,1,1
2234021232,1,1,1
1678907992,1,1,1
3172058193,1,1,1
2785823930,1,1,1
3204864835,1,1,1
2219067353,1,1,1
1828697902,1,1,1
2619690422,1,1,1
1259167387,1,1,1
3151326384,1,1,1
1749053427,1,1,1
2425164107,1,1,1
2092347012,1,1,1
1802472897,1,1,1
2694884904,1,1,1
1443204235,1,1,1
1240974840,1,1,1
2844198345,1,1,1
1789444791,1,1,1
2213944521,1,1,1
3095141557,1,1,1
1972433407,1,1,1
2480598637,1,1,1
2230527324,1,1,1
3098170705,1,1,1
2657448531,1,1,1
1740311633,1,1,1
2369014062,1,1,1
1915584425,1,1,1
2612653585,1,1,1
2265428800,1,1,1
1819635277,1,1,1
1685341002,1,1,1
1164940481,1,1,1
1890949337,1,1,1
1887327501,1,1,1
2682210294,1,1,1
2236409380,1,1,1
1971409513,1,1,1
1421405587,1,1,1
2496553681,1,1,1
2718733481,1,1,1
1361696035,1,1,1
1928671575,1,1,1
1837762923,1,1,1
2709303095,1,1,1
1194080941,1,1,1
1409918880,1,1,1
2211353587,1,1,1
1669200370,1,1,1
2445334671,1,1,1
2189696744,1,1,1
1752148461,1,1,1
1978099591,1,1,1
2263255282,1,1,1
3161859491,1,1,1
2627791984,1,1,1
2565350770,1,1,1
2640694584,1,1,1
2432989725,1,1,1
2403392314,1,1,1
1513572131,1,1,1
2207701842,1,1,1
1686377400,1,1,1
2830769462,1,1,1
1579045253,1,1,1
2871952890,1,1,1
1816298595,1,1,1
2772641082,1,1,1
2806781512,1,1,1
2810748791,1,1,1
1888723111,1,1,1
1837464592,1,1,1
1989653225,1,1,1
2852809432,1,1,1
1875218733,1,1,1
1202178165,1,1,1
3154972237,1,1,1
1351012322,1,1,1
1868708977,1,1,1
1444566615,1,1,1
2817880744,1,1,1
2643917822,1,1,1
1680592964,1,1,1
1359530197,1,1,1
1577671492,1,1,1
1821796503,1,1,1
1130358012,1,1,1
2113154687,1,1,1
2103990263,1,1,1
1974837285,1,1,1
2724817811,1,1,1
2117364942,1,1,1
2369844762,1,1,1
1847867845,1,1,1
1847422905,1,1,1
2614249263,1,1,1
2521942483,1,1,1
1713394543,1,1,1
1401422865,1,1,1
3152717312,1,1,1
1361329393,1,1,1
1371884474,1,1,1
1652049090,1,1,1
1998447080,1,1,1
2208003731,1,1,1
2354397934,1,1,1
2336791927,1,1,1
1947767835,1,1,1
1941342295,1,1,1
1889150792,1,1,1
1906817425,1,1,1
1143190977,1,1,1
2683635891,1,1,1
1613017723,1,1,1
1664408277,1,1,1
1862622922,1,1,1
2502529240,1,1,1
2524010904,1,1,1
2636791800,1,1,1
1747643243,1,1,1
3182814772,1,1,1
1992928272,1,1,1
2707920864,1,1,1
2264428271,1,1,1
2273421952,1,1,1
2567323907,1,1,1
2096395595,1,1,1
2952006923,1,1,1
1827764573,1,1,1
1791371703,1,1,1
1069505673,1,1,1
2638269701,1,1,1
2896416914,1,1,1
2501855701,1,1,1
3164023035,1,1,1
2913981407,1,1,1
2322899875,1,1,1
1827511317,1,1,1
2714678121,1,1,1
2160812927,1,1,1
2742261533,1,1,1
2973026154,1,1,1
1676417930,1,1,1
2706812181,1,1,1
1262724831,1,1,1
2427920275,1,1,1
1228476524,1,1,1
1874412275,1,1,1
3091740701,1,1,1
1881395903,1,1,1
1728987674,1,1,1
2695911600,1,1,1
3165880660,1,1,1
1081772631,1,1,1
3098514301,1,1,1
3341215330,1,1,1
2338924007,1,1,1
2630267160,1,1,1
2336200461,1,1,1
1805130100,1,1,1
1337381531,1,1,1
1631057950,1,1,1
1817067173,1,1,1
2013966904,1,1,1
3202558514,1,1,1
2411295121,1,1,1
2790414212,1,1,1
2137876737,1,1,1
2339192905,1,1,1
2716925725,1,1,1
3192180342,1,1,1
2680044593,1,1,1
1783119060,1,1,1
1439276102,1,1,1
1906733225,1,1,1
1763552992,1,1,1
2210375590,1,1,1
2718526513,1,1,1
1707881443,1,1,1
1655219125,1,1,1
2903477913,1,1,1
2140399895,1,1,1
2644828083,1,1,1
2832828650,1,1,1
2017344461,1,1,1
2448082602,1,1,1
1741487741,1,1,1
1757386721,1,1,1
2675833701,1,1,1
1912602662,1,1,1
1372510681,1,1,1
3124455753,1,1,1
2309449173,1,1,1
1745180290,1,1,1
2561341187,1,1,1
2484939862,1,1,1
2289709777,1,1,1
1771315090,1,1,1
1845354127,1,1,1
1630452315,1,1,1
2055509375,1,1,1
2347137397,1,1,1
2150839112,1,1,1
2522108025,1,1,1
1747876700,1,1,1
2528459362,1,1,1
2257029027,1,1,1
1822102310,1,1,1
1875969654,1,1,1
1917528345,1,1,1
2044221315,1,1,1
2427135073,1,1,1
1093552572,1,1,1
2230910281,1,1,1
2623440157,1,1,1
1450992545,1,1,1
2130800155,1,1,1
3054725901,1,1,1
2709447741,1,1,1
1631786285,1,1,1
1544483892,1,1,1
2199716397,1,1,1
1717178103,1,1,1
1279023363,1,1,1
1655136275,1,1,1
2106597335,1,1,1
3178838240,1,1,1
1853750521,1,1,1
1586432443,1,1,1
2022772663,1,1,1
1353942620,1,1,1
1696372317,1,1,1
1198649070,1,1,1
1144525902,1,1,1
2213080505,1,1,1
3204167305,1,1,1
1869088172,1,1,1
1689211352,1,1,1
1067564245,1,1,1
2303187535,1,1,1
1149035224,1,1,1
1823586962,1,1,1
1746171492,1,1,1
2611909783,1,1,1
2387159551,1,1,1
2770605382,1,1,1
1951083117,1,1,1
2377078151,1,1,1
1951264841,1,1,1
2416628144,1,1,1
1684593533,1,1,1
3127686344,1,1,1
2249496385,1,1,1
2904949690,1,1,1
1652187672,1,1,1
1489958432,1,1,1
1843975422,1,1,1
2564189881,1,1,1
1768312481,1,1,1
2405278354,1,1,1
2145433191,1,1,1
1566232913,1,1,1
2132742033,1,1,1
2553102145,1,1,1
3187396657,1,1,1
1701848840,1,1,1
2105354510,1,1,1
3056988735,1,1,1
3018142421,1,1,1
1868961154,1,1,1
1095348972,1,1,1
1655718884,1,1,1
1653272323,1,1,1
1977642431,1,1,1
1217989875,1,1,1
2354851307,1,1,1
2537754962,1,1,1
