uid,0_prob,1_prob,2_prob,3_prob,4_prob,5_prob,6_prob,7_prob,None_prob
1731031795,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
1180502585,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.333333333333,0.0,0.0
2132380980,0.0769230769231,0.0769230769231,0.153846153846,0.153846153846,0.384615384615,0.153846153846,0.0,0.0,0.0
2181797375,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0
2845614373,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1750376753,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0
1342147282,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137876737,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0
1762504152,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0
2854188982,0.0,0.333333333333,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0
1401785002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1086482047,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1868517934,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1740598922,0.142857142857,0.285714285714,0.428571428571,0.0,0.0,0.142857142857,0.0,0.0,0.0
1768137164,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2216382331,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1889726467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2274870443,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
2564038235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2928274092,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0
2349793513,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2205338177,0.0,0.142857142857,0.714285714286,0.0,0.0,0.142857142857,0.0,0.0,0.0
1911862417,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.333333333333,0.0,0.0
2700668292,0.0,0.1,0.1,0.1,0.6,0.1,0.0,0.0,0.0
1405433097,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1369457251,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2099764285,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2174907263,0.0,0.0,0.3,0.6,0.0,0.0,0.1,0.0,0.0
2329669855,0.0,0.4,0.0,0.1,0.5,0.0,0.0,0.0,0.0
1763266503,0.2,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0
2662349711,0.2,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.0
1459932801,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2835660065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2675330351,0.0,0.0,0.333333333333,0.0,0.666666666667,0.0,0.0,0.0,0.0
1843553850,0.0,0.333333333333,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0
1769167525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2743059347,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2459711325,0.0,0.166666666667,0.166666666667,0.0,0.666666666667,0.0,0.0,0.0,0.0
1877920917,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1768369801,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1927317025,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
2710871370,0.0,0.0,0.0,0.0,0.166666666667,0.5,0.333333333333,0.0,0.0
1256124482,0.0,0.166666666667,0.666666666667,0.0,0.166666666667,0.0,0.0,0.0,0.0
1881395903,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0
1869091607,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107380817,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
2173436682,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2609577162,0.0,0.0,0.666666666667,0.0,0.333333333333,0.0,0.0,0.0,0.0
1755426127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1701008581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1783119060,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2175545804,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
1216795565,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
2376558805,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
2507796045,0.0,0.0909090909091,0.272727272727,0.454545454545,0.0,0.0909090909091,0.0909090909091,0.0,0.0
1336351400,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1695817525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1849115272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296571643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2368914063,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1414874342,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0
2511704410,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
1304289710,0.111111111111,0.0,0.777777777778,0.0,0.0,0.0,0.111111111111,0.0,0.0
2050268993,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1391429917,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1567657033,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
2701059532,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279750675,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1869335227,0.0,0.142857142857,0.142857142857,0.0,0.571428571429,0.142857142857,0.0,0.0,0.0
3136112385,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1706144641,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0
2282459260,0.0,0.0,0.0,0.0,0.125,0.875,0.0,0.0,0.0
1425708367,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1907411770,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1949830645,0.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0
1882536614,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
1526297793,0.0,0.111111111111,0.333333333333,0.333333333333,0.111111111111,0.111111111111,0.0,0.0,0.0
1882993815,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1350455380,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854142525,0.0,0.333333333333,0.333333333333,0.0,0.333333333333,0.0,0.0,0.0,0.0
1213059394,0.0,0.111111111111,0.222222222222,0.333333333333,0.222222222222,0.111111111111,0.0,0.0,0.0
1311534325,0.0,0.0,0.333333333333,0.333333333333,0.0,0.333333333333,0.0,0.0,0.0
2276432117,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
2338461283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1784862801,0.0,0.142857142857,0.571428571429,0.0,0.142857142857,0.142857142857,0.0,0.0,0.0
1829288844,0.333333333333,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0
1821516832,0.333333333333,0.0,0.416666666667,0.0,0.0,0.25,0.0,0.0,0.0
1259618275,0.0,0.25,0.0,0.5,0.25,0.0,0.0,0.0,0.0
1757077381,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2624283101,0.333333333333,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0
1904390557,0.0,0.294117647059,0.0588235294118,0.294117647059,0.117647058824,0.117647058824,0.117647058824,0.0,0.0
1217989875,0.25,0.125,0.125,0.25,0.125,0.0,0.125,0.0,0.0
1358649320,0.333333333333,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2797669124,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
1961950242,0.0,0.666666666667,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0
1791115641,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0
2231180301,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0
2661045443,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0
1551311961,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254271303,0.0,0.333333333333,0.333333333333,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0
3271593641,0.0,0.333333333333,0.333333333333,0.0,0.0,0.333333333333,0.0,0.0,0.0
1739128605,0.0,0.0833333333333,0.25,0.0,0.333333333333,0.25,0.0833333333333,0.0,0.0
1875770121,0.0,0.0,0.0,0.333333333333,0.333333333333,0.333333333333,0.0,0.0,0.0
2266192447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1950471321,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1857549511,0.0,0.2,0.0,0.0,0.2,0.6,0.0,0.0,0.0
1892229353,0.0,0.25,0.0,0.0,0.25,0.5,0.0,0.0,0.0
2734091603,0.0,0.0,0.25,0.5,0.125,0.125,0.0,0.0,0.0
1909016513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2815053851,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
2200292590,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1400771093,0.0,0.0909090909091,0.272727272727,0.363636363636,0.0909090909091,0.181818181818,0.0,0.0,0.0
3182814772,0.0,0.333333333333,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0
2894146075,0.0,0.333333333333,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0
1807787447,0.333333333333,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0
1622589630,0.0769230769231,0.230769230769,0.0769230769231,0.0769230769231,0.230769230769,0.230769230769,0.0769230769231,0.0,0.0
2178733493,0.0,0.636363636364,0.272727272727,0.0,0.0,0.0909090909091,0.0,0.0,0.0
1453457135,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2336200461,0.0,0.0,0.75,0.0625,0.125,0.0,0.0625,0.0,0.0
1289594740,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0
1180350117,0.0,0.714285714286,0.142857142857,0.0,0.0,0.142857142857,0.0,0.0,0.0
2384469307,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0
2769029983,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2659750053,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1790038634,0.0,0.0,0.714285714286,0.0,0.0,0.285714285714,0.0,0.0,0.0
1737499791,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0
1258211390,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2766594152,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668134532,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2583009800,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0
2285664970,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1951264841,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2427050891,0.0,0.428571428571,0.285714285714,0.0,0.0,0.142857142857,0.142857142857,0.0,0.0
1948033613,0.0,0.125,0.625,0.125,0.0,0.125,0.0,0.0,0.0
2718960911,0.0,0.0,0.222222222222,0.444444444444,0.0,0.222222222222,0.111111111111,0.0,0.0
1649489460,0.0,0.0,0.666666666667,0.0,0.0,0.333333333333,0.0,0.0,0.0
1746852880,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1992928272,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1227161661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870889384,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1222870324,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
3119956507,0.0,0.0,0.666666666667,0.0,0.0,0.333333333333,0.0,0.0,0.0
2273421952,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2266717031,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0
1815559532,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2667875431,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
2691282791,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2188020015,0.0,0.0,0.176470588235,0.235294117647,0.294117647059,0.294117647059,0.0,0.0,0.0
2588638300,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2390705023,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0
1811820305,0.0,0.333333333333,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0
1656221350,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2952006923,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.333333333333,0.0,0.0
2804557451,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1911443683,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1860803650,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1782008280,0.0,0.5,0.333333333333,0.0,0.166666666667,0.0,0.0,0.0,0.0
1735226874,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0
2365600394,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2685180230,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2949503903,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
1876037943,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611338545,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2906126395,0.0,0.4,0.0,0.0,0.2,0.4,0.0,0.0,0.0
1784030403,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0
2279228045,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3229757700,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2551338023,0.625,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
1800294004,0.0,0.2,0.0,0.0,0.6,0.2,0.0,0.0,0.0
1001892665,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2812390521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141286043,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1560660355,0.0,0.222222222222,0.666666666667,0.0,0.0,0.111111111111,0.0,0.0,0.0
1799884251,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0
1557967392,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1878793743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2276936790,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2649129201,0.157894736842,0.105263157895,0.473684210526,0.0526315789474,0.105263157895,0.0526315789474,0.0526315789474,0.0,0.0
1624082274,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2044199527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1973522630,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0
2297803581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1535077593,0.0,0.0,0.454545454545,0.0,0.0,0.454545454545,0.0909090909091,0.0,0.0
2217540607,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
1972605164,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2413703793,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0
2729418627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2301314580,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
2567323907,0.0,0.181818181818,0.0909090909091,0.0909090909091,0.272727272727,0.272727272727,0.0909090909091,0.0,0.0
2297114364,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
1993022825,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2506218074,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
1771550825,0.0,0.142857142857,0.714285714286,0.142857142857,0.0,0.0,0.0,0.0,0.0
2495682195,0.375,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2389510393,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0
2843910674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1684196101,0.0,0.166666666667,0.333333333333,0.166666666667,0.166666666667,0.166666666667,0.0,0.0,0.0
2663905674,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
3257411590,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0
1904038511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1773951174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2784335977,0.0,0.0,0.5,0.142857142857,0.214285714286,0.0714285714286,0.0714285714286,0.0,0.0
1481948243,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1663300912,0.0,0.666666666667,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0
2953446684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1865949691,0.0833333333333,0.0,0.0,0.0833333333333,0.833333333333,0.0,0.0,0.0,0.0
2296739275,0.0,0.333333333333,0.333333333333,0.0,0.0,0.333333333333,0.0,0.0,0.0
1164111482,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0
2728914857,0.0,0.166666666667,0.333333333333,0.0,0.0,0.5,0.0,0.0,0.0
2756929747,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0
1109484895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2514180551,0.0,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0
1875969654,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2950812610,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1888205693,0.0,0.2,0.0,0.0,0.7,0.0,0.1,0.0,0.0
1342419151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2315869661,0.0909090909091,0.636363636364,0.0909090909091,0.0909090909091,0.0,0.0,0.0909090909091,0.0,0.0
1700064781,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2204860062,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
2837494161,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2111484112,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2129031064,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1605081383,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0
1866815023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393915900,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1029567183,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0
1775567130,0.0,0.333333333333,0.0,0.333333333333,0.166666666667,0.166666666667,0.0,0.0,0.0
2129306131,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
2537364095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1689591471,0.0,0.166666666667,0.0,0.833333333333,0.0,0.0,0.0,0.0,0.0
1857234890,0.0,0.142857142857,0.571428571429,0.0,0.0,0.142857142857,0.142857142857,0.0,0.0
1408702461,0.0,0.0,0.333333333333,0.0,0.0,0.666666666667,0.0,0.0,0.0
1795193272,0.0,0.125,0.0,0.0,0.25,0.625,0.0,0.0,0.0
1826905190,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2267431360,0.0,0.0909090909091,0.727272727273,0.0,0.0909090909091,0.0909090909091,0.0,0.0,0.0
1407474453,0.0,0.0,0.222222222222,0.111111111111,0.444444444444,0.222222222222,0.0,0.0,0.0
1707975884,0.1,0.0,0.3,0.0,0.5,0.1,0.0,0.0,0.0
1806163710,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0
1299794170,0.0,0.25,0.0,0.0,0.5,0.25,0.0,0.0,0.0
1561046121,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2937010802,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
2111661731,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1015263685,0.05,0.15,0.2,0.35,0.05,0.1,0.1,0.0,0.0
1816307954,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
2950775417,0.0906070673513,0.270009060707,0.261854424645,0.0782241014799,0.168831168831,0.0845665961945,0.0308064028994,0.0151011778919,0.0
1914671373,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1505179125,0.0,0.111111111111,0.888888888889,0.0,0.0,0.0,0.0,0.0,0.0
1370557100,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1824248113,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0
1772141970,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1900879241,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1268469180,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2196839725,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0
2067504207,0.0,0.0,0.833333333333,0.0,0.0,0.166666666667,0.0,0.0,0.0
1612287434,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
1887268220,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0
1784061974,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0.0
1963699563,0.0,0.2,0.0,0.4,0.0,0.2,0.2,0.0,0.0
2076265341,0.666666666667,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0
1567509020,0.0,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2654118001,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
1579045253,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0
2707101851,0.0,0.0,0.333333333333,0.0,0.0,0.666666666667,0.0,0.0,0.0
1633508920,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2143180245,0.0,0.142857142857,0.0,0.0,0.857142857143,0.0,0.0,0.0,0.0
1935514580,0.2,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0
2485799420,0.0,0.2,0.2,0.0,0.0,0.0,0.6,0.0,0.0
1629527643,0.142857142857,0.714285714286,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0
1880700695,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2312636217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1807653990,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
